,fullname,id,likes,quotes,replies,retweets,searchQuery,text,timestamp,username,verified,tweets_en
1114,#FreeAhmadmanasra,1720318658440761758,0,0,0,0,Gaza,#Gaza_Genocide #Gaza,2023-11-03T05:55:00.000Z,@sabreen16042729,True,#Gaza_Genocide #Gaza
1115,Rakhi Tripathi,1720241548410130868,271,3,10,59,Gaza,"In a poor Muslim, we see an 18th-century king.
We see a terrorist in a child from Gaza.
We need an excuse to hate. The humanity within is dead.",2023-11-03T00:48:00.000Z,@rakhitripathi,True,"In a poor Muslim, we see an 18th-century king.
We see a terrorist in a child from Gaza.
We need an excuse to hate. The humanity within is dead."
1116,War Mapper,1720154499619135581,7443,268,292,1719,Gaza,"#Gaza map update.

#Israel has reached the coast south of Gaza City, severing the last route connecting it and the southern Gaza Strip. With this, the #IDF has effectively encircled the city.",2023-11-02T19:02:00.000Z,@War_Mapper,True,"#Gaza map update.

#Israel has reached the coast south of Gaza City, severing the last route connecting it and the southern Gaza Strip. With this, the #IDF has effectively encircled the city."
1117,Lana Tatour,1720148393379733530,335,2,4,119,Gaza,In the midst of a genocide. So much love and admiration to our people in Gaza. They continue to teach us.,2023-11-02T18:38:00.000Z,@Lana_Tatour,True,In the midst of a genocide. So much love and admiration to our people in Gaza. They continue to teach us.
1118,anis 🇲🇾🇵🇸,1720318630599250308,0,0,0,0,Palestine,shamlessly claiming palestine is their land HAHA kelakar betul,2023-11-03T05:54:00.000Z,@anisaqilh,True,shamlessly claiming palestine is their land HAHA kelakar betul
1119,زيحان ذرنین,1720087601112318388,561,0,12,163,Palestine,"मैं बस इतना जानता हूं कि ये लोग सऊदी अरब के कायर नहीं है की हार मान लेंगे,

ये लोग मुजाहिदीन हैं, और मुजाहिदीन जंग में शहादत को खुशी खुशी गले लगा लेगा मगर हार नही मान सकता☝️💯
अल्लाह मदद करे फिलिस्तीन के मुजाहिदीन की
  #غزة_تنتصر
 #GazaGenoside
#Palestine #FreePalestine🇵🇸",2023-11-02T14:36:00.000Z,@Zihan_zarnain,False,"All I know is that these people of Saudi Arabia are not cowards that they will accept defeat.

These people are Mujahideen, and Mujahideen will happily embrace martyrdom in war but cannot accept defeat☝️💯
May Allah help the Mujahideen of Palestine
  #घजे_तेंतसर
 #GazaGenocide
#Palestine #FreePalestine🇵🇸"
1120,Jackson Hinkle 🇺🇸,1720290305059033482,15599,526,1042,9360,Palestine,🚨🇮🇱 How do you defend this @benshapiro?,2023-11-03T04:02:00.000Z,@jacksonhinklle,True,🚨🇮🇱 How do you defend this @benshapiro?
1121,Azzam Mujahid Izzulhaq,1720292693262410098,1111,15,46,661,Palestine,"Pada 21 Agustus 1969, Masjid Al
Aqsha dibakar. Api dengan segera melahap sajadah, mushaf Al Quran, atap masjid dan beberapa bagian-bagian masjid yg terbuat dari kayu. Salah satu yg turut terbakar adalah mimbar yg dibuat pada tahun 1187 dan diletakkan di Al Aqsha oleh pemimpin dan pahlawan umat Islam Shalahuddin Al Ayyubi, sang pembebas dan pembuka Al Quds pada tahun yg sama setelah mengalahkam tentara salib yg dipimpin oleh Richard I (The Lionheart) dari Inggris setelah berkuasa hampir 1 abad di sana.

Pelaku pembakarannya adalah seseorang yg berasal dari Australia bernama Dennis Michael Rohan yg didukung penuh oleh pemukim pendatang Zionis Israel lainnya di sana. Umat Islam setempat berusaha memadamkan api tersebut. Namun, upaya tersebut dihalangi oleh tentara Zionis Israel.

Dennis Michael Rohan ditangkap dua hari kemudian pada tanggal 23 Agustus 1969. Namun dibebaskan atas alasan gangguan jiwa.

Hal yg lebih ‘menarik’ adalah pernyataan Perdana Menteri Israel Golda Meir (PM perempuan satu-satunya) pada saat terjadinya kebakaran di Masjid Al Aqsha tersebut. Ia mengaku tidak bisa tidur karena takut negara-negara Arab sekitar dan dunia Islam menyerang Israel sebagai bentuk perlawanan atas terbakarnya Masjid Al Aqsha dan juga kekalahan perang Enam Hari pada tahun 1967, dua tahun sebelumnya. Namun, besoknya ternyata tidak terjadi apa-apa.

Muncullah pernyataan Golda Meir yg diabadikan dalam catatan sejarah yg seharusnya menjadi tamparan keras negara-negara Arab dan dunia Islam:

“Aku tak bisa tidur di hari ketika Al Aqsha terbakar. Dan aku mengira hari itu Israel akan musnah. Namun ketika aku menjumpai pagi, ternyata malah Arab dan Islam-lah yg sedang tertidur”.

Hari ini, 54 tahun setelah terbakarnya Masjid Al Aqsha dan pernyataan Golda Meir, apakah Arab dan dunia Islam masih tertidur? Semoga saja tidak.",2023-11-03T04:11:00.000Z,@AzzamIzzulhaq,True,"On August 21, 1969, the Al Mosque
Aqsa was burned. The fire immediately consumed prayer mats, Al-Quran manuscripts, the roof of the mosque and several wooden parts of the mosque. One of the things that also burned was the pulpit which was made in 1187 and placed in Al Aqsa by the leader and hero of the Muslim community, Salahuddin Al Ayyubi, the liberator and opener of Al Quds in the same year after defeating the crusaders led by Richard I (The Lionheart). from England after ruling there for almost a century.

The perpetrator of the arson was someone from Australia named Dennis Michael Rohan who was fully supported by other Israeli Zionist settlers there. Local Muslims tried to extinguish the fire. However, this effort was blocked by the Israeli Zionist army.

Dennis Michael Rohan was arrested two days later on August 23, 1969. However, he was released on the grounds of mental disorder.

What is more 'interesting' is the statement by Israeli Prime Minister Golda Meir (the only female PM) at the time of the fire at the Al Aqsa Mosque. He admitted that he could not sleep because he was afraid that surrounding Arab countries and the Islamic world would attack Israel as a form of resistance to the burning of the Al Aqsa Mosque and also the defeat of the Six Day War in 1967, two years earlier. However, the next day nothing happened.

Golda Meir's statement emerged which was immortalized in historical records which should have been a harsh slap to the Arab countries and the Islamic world:

“I couldn't sleep the day Al Aqsa burned down. And I thought that day Israel would be destroyed. But when I met the morning, it turned out that it was the Arabs and Muslims who were asleep.""

Today, 54 years after the burning of the Al Aqsa Mosque and Golda Meir's statement, is the Arab and Islamic world still asleep? I hope not."
1122,evie wire // 📌🇵🇸,1720318628346618128,0,0,0,0,Palestine,not becos of palestine or anything moreso becks i’m in this app for too much a day,2023-11-03T05:54:00.000Z,@Celevie413,False,not becos of palestine or anything moreso becks i’m in this app for too much a day
1123,Woody (FREE🇵🇸),1719316234074718545,7607,6,4,6057,Palestine,"Palestine is still being attacked and their Internet is still finicky, they're still dying. Please remember that just giving up/stopping is what Isreal wants. Doing this is a commitment, and you have to stick with it. Palestine deserves freedom

vv",2023-10-31T11:31:00.000Z,@maplefoxxo,False,"Palestine is still being attacked and their Internet is still finicky, they're still dying. Please remember that just giving up/stopping is what Isreal wants. Doing this is a commitment, and you have to stick with it. Palestine deserves freedom

vv"
1124,Hakim,1720184522136838455,369,15,67,117,Palestine,"🇩🇿 Algérie 🇮🇱 Israël
   🔴 URGENT 🔴
le Parlement algérien a autorisé à l’unanimité le président de la république algérienne à déclarer la guerre à Israël.
#Palestine #Gaza #Algeria #Algérie #Gaza_Genocide #Israel",2023-11-02T21:02:00.000Z,@Hakim69Lyon,False,"🇩🇿 Algeria 🇮🇱 Israel
   🔴 URGENT 🔴
The Algerian Parliament unanimously authorized the President of the Algerian Republic to declare war on Israel.
#Palestine #Gaza #Algeria #Algeria #Gaza_Genocide #Israel"
1125,David Saranga,1720301747401302448,612,18,151,174,Hamas,"Tel Aviv this morning: 

“Empty Beds,” an installation which symbolizes the Israeli hostages held in Gaza since October 7 massacre by #Hamas. 

The bed installation was set up by Bring Them Home Now, a volunteer organization supporting the families of the hostages and the missing, with help from art students at the nearby Bezalel Academy of Arts and Design.

#BringThemHome #BringThemHomeNow",2023-11-03T04:47:00.000Z,@DavidSaranga,True,"Tel Aviv this morning: 

“Empty Beds,” an installation which symbolizes the Israeli hostages held in Gaza since October 7 massacre by #Hamas. 

The bed installation was set up by Bring Them Home Now, a volunteer organization supporting the families of the hostages and the missing, with help from art students at the nearby Bezalel Academy of Arts and Design.

#BringThemHome #BringThemHomeNow"
1126,Waz Waz,1720318600907829713,0,0,0,0,Hamas,"Israel is not going after HAMAS it is intentionally killing men, women and children committing acts of genocide and many war crimes along the way!!! Hague international court will be waiting for your leader BIBI the child killer!!!!",2023-11-03T05:54:00.000Z,@WazWaz19003313,False,"Israel is not going after HAMAS it is intentionally killing men, women and children committing acts of genocide and many war crimes along the way!!! Hague international court will be waiting for your leader BIBI the child killer!!!!"
1127,Event Horizon 🚀,1720306622516314120,17,0,2,6,Hamas,"As a white, western woman, HOW can you support Hamas? 
How can you be chanting ‘from the river to the sea’? 
How can you, with all good conscience, want to usher in Islam? 
What on earth do you think it means? 
Are you utterly deluded? 
Or is this truly some form of self harm, self flagellation?",2023-11-03T05:07:00.000Z,@NReclining,True,"As a white, western woman, HOW can you support Hamas? 
How can you be chanting ‘from the river to the sea’? 
How can you, with all good conscience, want to usher in Islam? 
What on earth do you think it means? 
Are you utterly deluded? 
Or is this truly some form of self harm, self flagellation?"
1128,"Ta Zuzana, ta ne, ta druhá...",1720318599301149069,1,0,0,0,Hamas,"Taky jich je dost. Já kolem sebe mám ty, co hlasitě pláčou nad sedmi tisíci mrtvých (to já taky), ale druhým dechem dodávají, že Západní břeh (taky souhlasím) a Hamas měl ""právo"" a tím to celý zazděj.🤷‍♀️",2023-11-03T05:54:00.000Z,@Zuzana_42,False,"There are plenty of them too. I have those around me who cry loudly over the seven thousand dead (me too), but in the second breath they add that the West Bank (I also agree) and Hamas had the ""right"" and that's the whole thing. 🤷‍♀️"
1129,Jan Sobieski,1720318599129411774,0,0,0,0,Hamas,"WHERE IS YOUR CALL FOR HAMAS TO SURRENDER?

Absent that, you are a Hamas supporter.
#terroristSupporter",2023-11-03T05:54:00.000Z,@JanSobiez,False,"WHERE IS YOUR CALL FOR HAMAS TO SURRENDER?

Absent that, you are a Hamas supporter.
#terroristSupporter"
1130,ninunananonanunu,1720318598802260276,0,0,0,0,Hamas,"Orang yang ga takut mati, hatinya kuat, ga punya orientasi dunia sama sekali. 
Kurang ajar banget orang yg ngatain hamas macem2.",2023-11-03T05:54:00.000Z,@Nadyaaa011,False,"People who are not afraid of death, have a strong heart, have no world orientation at all.
It's very impudent for people to talk about various types of Hamas."
1131,Dennis Ross,1720004166829871405,1539,18,81,455,Hamas,"Ghazi Hamad says Hamas will do this over and over again. He lies about not wanting to kill civilians. But killing was not enough; they tortured them, including babies first. They celebrated as they tortured whole families. No one who defends Hamas has any moral authority. Period.",2023-11-02T09:05:00.000Z,@AmbDennisRoss,False,"Ghazi Hamad says Hamas will do this over and over again. He lies about not wanting to kill civilians. But killing was not enough; they tortured them, including babies first. They celebrated as they tortured whole families. No one who defends Hamas has any moral authority. Period."
1132,Newsy,1720318596994248887,0,0,0,0,Hamas,"Israel-Hamas war: Israel President meets envoys of countries whose nationals were taken hostage by Hamas

#IsraelHamasWar #Hostages",2023-11-03T05:54:00.000Z,@mkyuniversal,False,"Israel-Hamas war: Israel President meets envoys of countries whose nationals were taken hostage by Hamas

#IsraelHamasWar #Hostages"
1133,patriote !,1720318596927103147,0,0,0,0,Hamas,Franchement... Rien à foutre des supporters du hamas !,2023-11-03T05:54:00.000Z,@TTators,False,Frankly... Nothing to give a damn about Hamas supporters!
1134,Tom Cotton,1720132409679568981,3591,111,465,725,Israel,"A 6% tax on the endowments of America’s “top” 10 universities—many of which are failing to condemn antisemitism—would raise $15.4 billion. 

More than enough to pay for our aid to Israel.",2023-11-02T17:34:00.000Z,@SenTomCotton,False,"A 6% tax on the endowments of America’s “top” 10 universities—many of which are failing to condemn antisemitism—would raise $15.4 billion. 

More than enough to pay for our aid to Israel."
1135,Vivek Ramaswamy,1720262813925437898,4383,32,342,590,Israel,"It’s sheer lunacy that we gave more than  $600mm in aid last year to Lebanon, which is basically controlled by Hezbollah, while expanding aid to Israel to fight its adversaries like Hezbollah. There’s a better way to do the arithmetic, folks. The foreign aid racket needs to end.",2023-11-03T02:13:00.000Z,@VivekGRamaswamy,True,"It’s sheer lunacy that we gave more than  $600mm in aid last year to Lebanon, which is basically controlled by Hezbollah, while expanding aid to Israel to fight its adversaries like Hezbollah. There’s a better way to do the arithmetic, folks. The foreign aid racket needs to end."
