fullname,id,likes,quotes,replies,retweets,searchQuery,text,timestamp,username,verified
Amélie Poinssot,1720185884648284563,45,1,8,23,Israel,"Réactivation mémorielle du génocide mené par les nazis versus réactivation mémorielle de la #Nakba - la catastrophe de 1948...

Ce que le mot #génocide recouvre, dans la guerre menée par #Israel
à #Gaza

Papier de @JoConfa

mediapart.fr/journal/interna…",2023-11-02T21:07:00.000Z,@AmeliePoinssot,FALSE
CoffeeLover,1720318335831937326,0,0,0,0,Israel,"Did you publicly and vehemently condemn Syria, Iran, Iraq, Afghanistan and any other country that kills innocent people or just Israel? Do you believe in Israel’s right to exist? Those are questions that can help differentiate between genuine humanism and antisemitism.",2023-11-03T05:53:00.000Z,@Me_SportsFan,FALSE
Brian Cates - Political Columnist & Pundit,1719790352813449549,448,3,21,142,Israel,"Expansion of question to be investigated: 

How many of the members of our US Congress who hold dual citizenship with Israel are making use of that country's banking system for their assets? 

Are they required to fully disclose those assets publicly?",2023-11-01T18:55:00.000Z,@drawandstrike,TRUE
Hewarjoyer,1720318335147986972,0,0,0,0,Israel,"she's talking about Gaza.
in the many wars Israel has wages against Palestinians there have indeed been milions of palestinian refugees as a result.",2023-11-03T05:53:00.000Z,@Speechbruh,TRUE
Shahnawaz Pathan,1720318334749786447,0,0,0,0,Israel,Israel to Tera baap he na is liye uski pervi kar raha hai.. Israel ki nazaiz olad sale,2023-11-03T05:53:00.000Z,@ShahnawazP13819,FALSE
Tony Nicholas@imephisto.bsky.social,1720318334594605083,0,0,0,0,Israel,"Come on now, israel was created by displacing the Palestinians. As was Australia created by displacing the indigenous population. Both involving violence and denial.",2023-11-03T05:53:00.000Z,@iMephisto,FALSE
Ubai,1719677688107983120,7395,280,267,4278,Israel,This is what US aid to Israel looks like,2023-11-01T11:28:00.000Z,@UbaiAboudi,FALSE
BLASE SPINA,1720318333512253603,0,0,0,0,Israel,That will add more support for Israel. Thanks Speedbumps.,2023-11-03T05:53:00.000Z,@BlaseSpina,FALSE
Anthony Gould,1720318333139206214,1,0,0,0,Israel,The motives are all wrong. It has nothing to do with their behavior or destroying German culture. It's only because they criticized Israel.,2023-11-03T05:53:00.000Z,@Anthony28086801,FALSE
Rami B,1720181460706210040,69,2,6,20,Israel,"Part (3)

We respond doubly by destroying and 
crushing israel defeated, trembling army, not by killing innocent babies, children and women! 

نحن نرد الصاع صاعين بتدمير وسحق جيشكم المهزوم المرتعش، وليس بقتل الأطفال والنساء!",2023-11-02T20:49:00.000Z,@RRBRR,TRUE
Daniel Haqiqatjou,1717206627063869529,3032,100,591,675,Israel,"These three are loudly promoting normalization with Israel at this time when Palestinians are being killed.

What do they have in common?

Faris Hammadi - former crossfit coach who suddenly became ""Salafi shaykh""

Shamsi - former drug addict and convict who suddenly became a ""Salafi daee""

Shahid Bolsen - convicted murderer who stuffed a dead body in a suitcase and dumped it in the desert before going on a shopping spree with the victim's credit card suddenly became a Middle East analyst

Which two Gulf countries have they all pledged their undying loyalty to? 

Is it all just a big coincidence?",2023-10-25T15:48:00.000Z,@Haqiqatjou,TRUE
Beyond Massage,1720318331931271210,0,0,0,0,Israel,if you don't think #Ukraine is beat by Russia (with even Russia showing this level restraint)  then you watch too much MSM imho - in a single day Russia could have rained a Squadron of MIG Bombers over #Ukraine & have it leveled & looking worse than what #Israel did to Gaza,2023-11-03T05:53:00.000Z,@bbeyondm1,FALSE
Velerie,1720266914595803567,5,1,2,5,Israel,"🇮🇱 #Israel ceases all contacts with the Gaza Strip and prohibits all Palestinians from the enclave from working in Israeli territory in the future. This decision was made by the Israeli military-political cabinet, the office of Prime Minister Benjamin Netanyahu said.
@DlugajJuly",2023-11-03T02:29:00.000Z,@velerie_a,FALSE
Pat Fuller 🟧🟦☮️,1720243787883000030,4,0,1,5,Israel,The House passed a bill to give aid to Israel by cutting funding already approved in the Inflation Reduction Act. Took it from IRS which was already bringing wealthy tax cheats to justice. Also CBO. Says it will ADD to our debt! It’s DOA in the Senate!,2023-11-03T00:57:00.000Z,@bannerite,FALSE
TOP 10 OF EVERYTHING,1720317022381498392,1,0,0,1,Israel,"🚨BREAKING - Secretary of State Antony Blinken traveled to Israel 🇮🇱 on Friday to press the Israeli government on its ongoing offensive in Gaza amid growing international condemnation and a steadily mounting civilian death toll.

#Gaza 
#Israel 
#IsraelGazaConflict",2023-11-03T05:48:00.000Z,@top10ofeveryT,TRUE
Era Gigman,1720090438630285317,426,3,24,99,Israel,x.com/idan_bg/status/1720087…,2023-11-02T14:48:00.000Z,@idan_bg,TRUE
Schaune Collins,1720318329515020549,0,0,0,0,Israel,"Israel does need money in war. The size of the country simply will not let them sustain war for very long, the economy would collapse. This has been known for years….",2023-11-03T05:53:00.000Z,@SchauneCollins,FALSE
Fiona Edwards,1719721850844991509,1609,31,93,770,Israel,"Israel is a brutal gangster. The United States is the mafia boss.

The atrocities carried out by Israel in Gaza are done with the full backing of the US empire. Israel couldn't do this without US support. 

The US is ultimately responsible for the unfolding genocide in Gaza.",2023-11-01T14:23:00.000Z,@Fio_edwards,FALSE
Palestine Action,1720030916439834963,2341,33,59,1062,Israel,"Head held high as an actionist is arrested for shutting down Leonardo, suppliers of Israel’s fighter jets. 

Another remains on the roof, so the occupation continues! 

Join us at Leonardo UK, 1 Eagle Pl, London, SW1Y 6AF",2023-11-02T10:51:00.000Z,@Pal_action,FALSE
Zaroe,1720136107336032468,2074,9,15,507,Israel,"El 85% de los israelíes consideran que no se debe tener en cuenta la vida de los palestinos en Gaza. Medio millón de israelíes son colonos que participan de forma activa en la violencia y en el apartheid. El problema no es Netanyahu, es Israel",2023-11-02T17:49:00.000Z,@danielzaroe,TRUE
يسورة 🇵🇸,1718237309127025041,174,4,33,95,Israel,"In Gaza and Idlib, there is nothing left of the victims to be buried.
Stop killing innocent people
Stop Israel, which brags about killing innocent people
Stop Bashar al-Assad, who bragged about killing innocent people
#IsraelCriminal 
#Idlibunderattack",2023-10-28T12:04:00.000Z,@yosradel31,FALSE
michael walton,1720318328609337675,1,0,0,0,Israel,Israel already captured that land from egypt...gave it away a long time ago,2023-11-03T05:53:00.000Z,@michael11998800,TRUE
Narendra Maurya,1720318328307331577,0,0,0,0,Israel,"BIG BREAKING NEWS - US VP Kamala Harris said US won't tell Israel how to conduct the war 🔥🔥 

A journalist had asked her if a refugee camp in Gaza is a legitimate target for a military attack

US further approves bill for $14.3 billion dollars in aid to Israel. Massive Israeli Airstrike continues",2023-11-03T05:53:00.000Z,@narendra483,TRUE
Hartes Geld,1712849414279086426,2700,51,96,910,Israel,"Im österreichischen TV scherzt man über anstehenden #Israel-Besuch von Annalena #Baerbock:
""Drücken wir den Deutschen die Daumen, dass sie dort keinen größeren Schaden anrichtet.""
😂
Danke, @Schmitt_News. 👍",2023-10-13T15:14:00.000Z,@Hartes_Geld,TRUE
Amina Zubair,1720311974133715018,36,0,1,4,Israel,Bahrain Cuts Diplomatic Ties with Israel.,2023-11-03T05:28:00.000Z,@amnakhani123,TRUE
Tom London,1719980616169492912,2177,11,74,969,Israel,"All over the world good, moral, brave Jewish people are opposing the genocide being carried out in plain sight by Israel in Gaza

These Jewish people are being labelled as “antisemites” by supporters of Israel 

They are largely ignored by the profoundly shameful Western media",2023-11-02T07:31:00.000Z,@TomLondon6,TRUE
Israel Moses,1720318325257830595,2,0,0,0,Israel,Lemme think 😜,2023-11-03T05:53:00.000Z,@OluwaSeun1694,TRUE
Northern variant,1720182775758684441,494,21,32,119,Israel,"I actually have more respect for Islamists than liberal lefties. Islamists say what they mean and they mean what they say. When they say ""from the river to the sea"" they really do mean the destruction of Israel and the eradication of the Jews. Lefties, however, pretend it means something else.

As far as I can discern, lefties believe the state of Israel should be abolished because it's a ""racist, ethnonationalist, apartheid abomination"". But unlike Islamists, and because lefties never think through the consequences of what they say, they actually believe what replaces Israel will be a peaceful, progressive, secular state where Jews, Muslims and Christians all rub along nicely. This is their ""one state solution"". 

But we don't have to speculate what would actually happen. We have a living example of this exact dynamic emerging in real-time. Think South Africa.

South Africa was an actual racist, apartheid state. But it was also a functioning country. Don't get me wrong, I'm not defending apartheid, but what we've seen since is the rise of grievance politics (Marxism in a racial justice shroud) which, left unchecked, will see ethnic cleansing of whites from South Africa, the confiscation of their farms. On a long enough timeline, the water, telecoms and energy system will completely collapse under the weight of the corruption. The black factions will split, and split again, and then turn on each other, and then there's be a bloodbath and a famine in which millions die. We've seen this repeated across Africa where breadbaskets turn to basket cases. 

So imagine then what happens if the world decides to delegitimise Israel, the UN revokes recognition and the US stops supplying arms. In all probability Arab militias from neighbouring countries will move in, and they'll get to work cleansing the entire region of Jews. And when they're done with Jews, they'll go after the Christians and anyone else who isn't Muslim. And when they're done, they'll turn on each other. They probably won't even wait that long. Arabs hate Palestinians and Palestinians (being of diverse origins) tend to hate each other. Bedouins are viewed as the regions Roma. (Israeli Bedouins are safer under Israeli rule). 

Israel as it stands is a largely functioning country and the closest the region has ever got to a liberal democracy but what replaces it will not be a unified state of Palestine for Palestinians. It will be yet another corrupt Arab slum, where everything the Israelis built will be destroyed. The farms, the universities, the factories, the laboratories, the roads... will all be looted and left to fall into decay. Essentially a hybrid of Afghanistan/Libya and Lebanon. 

There are some on the right who say the Israeli-Palestine issue is none of our business, but Europe cannot afford this to happen. Israel's survival is very much in our interests. We saw waves of mass immigration at the height of the Syrian civil war, and we'd likely see similar. Half of Gaza would depart for Europe. That's the great irony of the Palestinian struggle. If they they had it their way, they wouldn't even want to live there. Israel is only a functioning and prosperous place because Israelis are nation builders. 

Arabs have never shown any such initiative in building the foundations of a Palestinian state. They embezzle aid, they destroy infrastructure, and blame Israel for their every failing. In all probability, the Palestinian state would rapidly descend into a state of civil war, probably destabilising Jordan in the process, resulting in a Jordanian civil war where the Hashemites brutalise Palestinians in a way the world has never seen. For a region that has been in a state of low grade war since before I was born, we would end up looking at the Israel era as a time of relative peace.

Lefties and Palestinians reject a two state solution because they ultimately want to abolish Israel. Israel rejects a two state solution because they know there is no genuine desire for one - and no observable efforts to build one. So a one state solution is the only solution on the table. 

So the question is, is it going to be a Jewish state where Jews can live in peace and safety, with at least some rights for Palestinians (better than Jews would have were the situation reversed), or one where Jews and Christians are massacred, that rapidly devolves into anarchy and destitution? If it's the former, then the fastest route to the best normal we will ever get, is the eradication of Hamas. If it's the latter, please just drop the pretense that this is about human rights and international law. Just admit you hate Jews.",2023-11-02T20:55:00.000Z,@FUDdaily,TRUE
Shekhar Suman,1720318325157478608,0,0,1,0,Israel,"Your had nothing to say right from beginning as it's evident that a JJK animator had already addressed the matter.Regarding the issue of ratios, it parallels the world's display of support for the Palestinians, but the ultimate triumph remains with Israel",2023-11-03T05:53:00.000Z,@ShekharSum49838,FALSE
Mossad Commentary,1720299853018800599,518,10,51,158,Israel,"1948 - 5 Arab nations against Israel. Then, 1967, 1973 supported by who else - the soviet union and now in 2023.

Why don't they learn from History?  #JerusalemOfGold",2023-11-03T04:40:00.000Z,@MOSSADil,TRUE
Entròpic 😷🎗️🕊️,1720318323701743852,0,0,0,0,Israel,"En absolut. El problema arrenca el 1948 amb la declaració dels dos Estats ( L'àrab i el jueu) amb fronteres definides per @UN i que Israel no ha respectat des del primer dia.
Temen desaparèixer sota la bomba demogràfica dels úters musulmans.
I és el que passarà.
Només generen odi",2023-11-03T05:53:00.000Z,@KikeEscude,FALSE
CNN Indonesia,1719928388989948231,4430,857,890,1457,Israel,PBB: Serangan Israel di Kamp Pengungsi Bisa Jadi Kejahatan Perang cnnindonesia.com/internasion…,2023-11-02T04:04:00.000Z,@CNNIndonesia,TRUE
Sarah Cohen-Fantl,1719970548099273037,1366,31,111,487,Israel,"Ich denke jeden Tag an diesen Jungen 💔 und @SachaStawski hat ein Video über ihn gemacht - das Instagram sofort geblockt hat? Bevor hier jemand von Waffenruhe redet, denkt an diese Kinder und fordert ihre Freilassung! #israel",2023-11-02T06:51:00.000Z,@SarahFantl,FALSE
(((Germà Bel))) XY CIS + Gen-Tap 🇺🇦,1720081289775399364,56,3,18,44,Israel,"Teaser de musical joiós del moviment houthi a Iemen. 
Ha declarat la guerra, com a membre de l'""Eix de la Resistència Gihadista"", i amb el seu lema, 
""Déu és gran, mort als USA, mort a Israel, maledicció als Jueus, i victòria per l'Islam""",2023-11-02T14:11:00.000Z,@gebelque,TRUE
Aaron B,1720318322544156738,0,0,0,0,Israel,Découvre la vidéo de ISRAËL VIVRA ISRAËL VAINCRA ! #TikTok vm.tiktok.com/ZGJEbEwHo/,2023-11-03T05:53:00.000Z,@Aaron01947,FALSE
Torah Judaism,1720070599869976941,1273,54,63,619,Israel,"There are thousands of anti-Zionist Jews in the world who fight against Israel and Zionism.

Criticizing Israel or Zionism is never Antisemitism.

Who gave you the authority to speak on behalf of the Jews?

Israel is a Zionist state, not a Jewish state.

When Zionist leaders began working to establish a state called Israel, Torah Jews and Rabbis opposed this and fought to prevent the establishment of such a state.

Today's Rabbis are fighting against Zionism and the Zionist state, as they have for years.

Israel and Zionism can never represent the Jews.

Violence against Jews is increasing all over the world because of Zionism and the occupying Israel and its army.

Zionists use Antisemitism as a weapon, their only purpose is to serve the interests of their state, never to serve Judaism.",2023-11-02T13:29:00.000Z,@TorahJudaism,FALSE
